Hugo_Symbol,p_values,p_values_fdr,significance:p_vlaue_fdr
HIST3H2A,1.0089294427154326e-08,4.682766287724099e-08,True
LXN,1.725266667615396e-06,4.29019457075802e-06,True
CNKSR2,1.2658797980080207e-08,5.6302969903678055e-08,True
SCML1,0.016018532187551015,0.02223008865198777,True
GSDMD,1.4930817614885294e-06,3.7544377626949558e-06,True
AKR1C1,0.00011965517407476322,0.00022211939954239573,True
C3orf62,4.583913925572416e-08,1.6425453861079337e-07,True
CRISPLD2,2.0893271788382714e-06,5.108722861207521e-06,True
DOCK5,1.4945133405887308e-05,3.1783476497193553e-05,True
SLC33A1,5.063849902320951e-09,2.742257274689481e-08,True
STK17B,4.253518335686794e-09,2.4033593531062773e-08,True
RP5-966M1.6,7.582444917112655e-09,3.752126495076514e-08,True
HAGHL,0.005042948789367611,0.007459919535564779,True
CDC37L1,1.3394511022385218e-08,5.886293002078469e-08,True
KRT10,2.228554183152968e-09,1.5091443949026863e-08,True
CYHR1,0.0002396514196804627,0.0004261867690940903,True
VWA1,0.001084304825423952,0.0017569887638240306,True
TNFAIP8L2,9.06805772149548e-10,1.093136886055739e-08,True
PFDN2,1.023291039922917e-09,1.093136886055739e-08,True
TCP1,3.553965267974363e-09,2.107678486408228e-08,True
ALG9,5.885483223611941e-07,1.6013816772388768e-06,True
CYBA,7.906875722375847e-07,2.0930321499240386e-06,True
GINS1,1.1100954635085601e-09,1.093136886055739e-08,True
GPX3,7.556929455863566e-10,1.093136886055739e-08,True
IPO9,6.860708631977539e-09,3.479704686359718e-08,True
SHKBP1,0.03492375090847877,0.046106824374778047,True
ENO3,0.028083291139889135,0.037619328042926864,True
COX19,9.062759682479183e-05,0.00017151530840800602,True
LMF1,1.1962409574708818e-08,5.3773256675278386e-08,True
RDH14,0.017793863530119643,0.024522456520368316,True
GDE1,2.8551696122053476e-05,5.801969777648816e-05,True
LSM14B,1.9791055568801153e-09,1.4011905120944259e-08,True
TLE2,1.3025210640480111e-09,1.1301381909306577e-08,True
EIF4EBP3,2.218010774931945e-08,8.77401789259202e-08,True
LRP2BP,7.556929455863566e-10,1.093136886055739e-08,True
PELO,2.7687864179239132e-08,1.0619623749919096e-07,True
CDIPT,0.0003481446655561856,0.0006051592851812889,True
C19orf44,2.85547595077107e-05,5.801969777648816e-05,True
PABPN1,3.19761362271102e-07,9.185030816816241e-07,True
NFKBIB,0.0320635128716165,0.042561640145779546,True
ZWINT,8.031090907046913e-10,1.093136886055739e-08,True
DYNLL1,7.162525846191617e-06,1.6077525206985472e-05,True
NRXN3,0.0006438551330081088,0.0010768319704439035,True
FYTTD1,9.464115928229098e-08,3.111181782305569e-07,True
CAPRIN1,2.741966763304474e-07,8.016157697763545e-07,True
AOC3,8.031090907046913e-10,1.093136886055739e-08,True
KIFC3,5.579682013024585e-07,1.5278016607227723e-06,True
DOCK11,8.53422673646545e-10,1.093136886055739e-08,True
TMEM231,7.666395813806118e-06,1.7101883740121472e-05,True
DNAH17,0.007129305080006522,0.0103712627584937,True
DCHS1,9.63065645576518e-07,2.5021746168347647e-06,True
ZFYVE19,0.00025655038305573007,0.00045478787760777184,True
NTRK1,0.00024887069031871527,0.00044153652821770636,True
CCDC62,0.0095437658460508,0.013636839300305166,True
SLC5A8,4.778329681962615e-09,2.6163437482061546e-08,True
WDR53,7.556929455863566e-10,1.093136886055739e-08,True
NLN,1.3025210640480111e-09,1.1301381909306577e-08,True
TBC1D31,1.383114626082743e-09,1.150375790350476e-08,True
ZNF597,8.031090907046913e-10,1.093136886055739e-08,True
RNF114,0.0009134810927946906,0.0014944962475640002,True
SFRP2,0.0009786462689256885,0.0015938638913633703,True
PNMA2,9.06805772149548e-10,1.093136886055739e-08,True
CDH10,1.810099071924746e-06,4.482434269997132e-06,True
HENMT1,0.0012008632756326605,0.0019324558068518126,True
STX16,0.00025842182211658195,0.000456886396178892,True
PTX3,7.666395813806118e-06,1.7101883740121472e-05,True
BFAR,1.0036990158048848e-05,2.19146871815336e-05,True
SHROOM3,1.0872449061578735e-09,1.093136886055739e-08,True
NUP107,9.634403725281619e-10,1.093136886055739e-08,True
HS6ST1,6.759469873933762e-09,3.4333972970363346e-08,True
BRWD3,8.774451350369374e-06,1.9348679496359758e-05,True
FGF11,7.556929455863566e-10,1.093136886055739e-08,True
CCDC138,2.097895116486917e-08,8.37364559549711e-08,True
FAM193B,0.0003115529890217856,0.0005444141093820905,True
BATF,0.00014553617089860732,0.0002666105357660065,True
AGFG2,5.949378648206278e-08,2.0612819123097364e-07,True
TVP23B,0.0010128191150955814,0.0016461050158317967,True
NBEAL1,9.062759682479183e-05,0.00017151530840800602,True
BCL6,0.0003887877875099616,0.0006704910681076756,True
DNAJC3,1.810099071924746e-06,4.482434269997132e-06,True
C1orf233,0.0031841956112062223,0.004836164409709583,True
ADH6,0.00447040949360455,0.0066646820777512385,True
ITGB6,4.778329681962615e-09,2.6163437482061546e-08,True
RBM44,0.00318724930851193,0.004836164409709583,True
CEACAM21,1.5588051849655002e-09,1.2209531955056891e-08,True
ETV6,0.009544603414181752,0.013636839300305166,True
C1RL,1.1155358793431112e-06,2.8676908207815842e-06,True
CCDC181,1.8529841432318867e-08,7.630584284703418e-08,True
GPN3,0.008770694455590837,0.012600943672682278,True
RAP1GAP,1.98410437411317e-08,8.00640108918594e-08,True
MAGED2,3.737202715487217e-05,7.468650237898713e-05,True
C1orf85,0.0030890971157175044,0.004700031061654033,True
JRKL,1.8586389348703253e-05,3.885284075494297e-05,True
BHLHE40,0.005851101819111798,0.008592127161267962,True
NMUR1,8.031090907046913e-10,1.093136886055739e-08,True
SPATA18,3.451321958833673e-08,1.278061882933584e-07,True
NTPCR,4.7244338450388704e-05,9.288106825201603e-05,True
CBWD3,0.00015729600133906394,0.0002864827014372514,True
TLDC2,0.00016994593196152202,0.0003081897936841584,True
GNAI2,7.556929455863566e-10,1.093136886055739e-08,True
MNDA,7.556929455863566e-10,1.093136886055739e-08,True
RP11-347C12.3,0.0003115529890217856,0.0005444141093820905,True
CLEC6A,1.0872449061578735e-09,1.093136886055739e-08,True
FCGR2A,3.366814035344517e-09,2.0300772237548528e-08,True
ECH1,0.023890827635902355,0.03231397176716357,True
ZNF491,4.778329681962615e-09,2.6163437482061546e-08,True
SEP15,3.836307642831257e-05,7.647382244393027e-05,True
C1orf109,4.253518335686794e-09,2.4033593531062773e-08,True
GMFG,7.556929455863566e-10,1.093136886055739e-08,True
MAGEH1,5.057533008155082e-08,1.7866847181161359e-07,True
GMFB,1.1713353361032e-06,3.0008628104972235e-06,True
AC068987.1,1.016310324350643e-07,3.304491032026606e-07,True
SLC7A2,5.086836313927119e-06,1.1701078205471503e-05,True
FAM83G,9.63712911922847e-08,3.150646749341313e-07,True
CCNA2,8.031090907046913e-10,1.093136886055739e-08,True
PSMC1,2.3493381424195532e-07,6.975733312185937e-07,True
TGIF1,0.00028917828473891855,0.0005075236075246184,True
C18orf21,9.815905687239879e-05,0.0001847165258682668,True
TXNDC15,2.2280777116596994e-09,1.5091443949026863e-08,True
IPO5,0.0002565277729973594,0.00045478787760777184,True
C8B,8.02968346961793e-09,3.910707131030441e-08,True
ANKRD33B,0.03409936958333455,0.04508737922327626,True
DGKD,1.7204942335517304e-07,5.272580784922148e-07,True
TMPO,2.228554183152968e-09,1.5091443949026863e-08,True
LY86,1.7569391573831783e-09,1.3037424374482134e-08,True
MAD2L1,8.031090907046913e-10,1.093136886055739e-08,True
BHMT2,2.741966763304474e-07,8.016157697763545e-07,True
TOMM70A,7.555220876380673e-10,1.093136886055739e-08,True
MRI1,0.000115029232886914,0.00021412820938719498,True
ARAP1,6.023629494981426e-09,3.1380639181484964e-08,True
VDAC3,1.4930817614885294e-06,3.7544377626949558e-06,True
RBM42,6.047817402222707e-05,0.00011724390710739227,True
MROH7-TTC4,0.005514507953669444,0.00812380490686862,True
ATP8B2,0.0004182799676485211,0.0007179001091250663,True
MMADHC,1.8989320193738752e-06,4.68027545080378e-06,True
SIK3,0.00010214275675092093,0.00019162859718420495,True
GOLIM4,0.0009786462689256885,0.0015938638913633703,True
FLJ20306,0.00048348790933575123,0.0008232135923772646,True
TSHZ2,1.940965174176652e-05,4.045629027980413e-05,True
ADAM11,1.2910985763594576e-06,3.282856624464179e-06,True
SNX18,8.68751901131413e-09,4.187127134741393e-08,True
KIF17,8.031090907046913e-10,1.093136886055739e-08,True
IL7,5.866171908820745e-07,1.5963786976193822e-06,True
RBPMS2,1.9094468838628967e-07,5.795097490992892e-07,True
AGTR2,1.382811416141004e-09,1.150375790350476e-08,True
PLA2G4D,3.073618115818658e-05,6.22251880355881e-05,True
MTDH,6.83442644844734e-05,0.0001314605465949536,True
MT-CYB,1.4705417575405934e-07,4.5772268218943695e-07,True
TRIP6,3.5275103141639696e-05,7.069343466030461e-05,True
CYSLTR1,2.6610826344429773e-09,1.709564987355985e-08,True
SH3BGRL,1.2265120486349766e-09,1.1075794898154324e-08,True
TAF15,6.562049724185385e-05,0.00012657370364593852,True
NMU,2.8226548342339874e-09,1.784169859545998e-08,True
IL17REL,0.020765680536082326,0.02835708425589919,True
AC079354.1,5.777334861556029e-07,1.5799186280414819e-06,True
NPIPA1,0.010670992924015925,0.015155915708490923,True
DNAJA3,2.344791097412956e-08,9.197608130746778e-08,True
TIAF1,0.0020408487659921747,0.0031856566759297746,True
KAT5,1.067954707357515e-08,4.917088904477897e-08,True
CPNE9,5.057533008155082e-08,1.7866847181161359e-07,True
CHORDC1,2.097895116486917e-08,8.37364559549711e-08,True
IL26,0.03593138495333417,0.0473538812228294,True
ELP3,0.020253755177481125,0.027687237531928973,True
RIOK1,4.257180677571756e-09,2.4033593531062773e-08,True
HIBCH,0.013647399077956259,0.01910989860352552,True
OGFOD1,0.0002508144164856781,0.0004449393145194177,True
RRH,0.00253591622203004,0.003909570996638768,True
ALDOB,2.414717169016158e-05,4.9612558390525847e-05,True
CSNK1G2,9.178144213292979e-06,2.0172066321200538e-05,True
GNA14,7.556929455863566e-10,1.093136886055739e-08,True
CCDC68,8.031090907046913e-10,1.093136886055739e-08,True
ZNF564,1.3688319850648005e-05,2.9283647726941196e-05,True
ANKRD6,8.034644982217638e-05,0.00015335155459928151,True
NDUFS3,0.00043379745309965397,0.0007428480374996552,True
EFCAB4B,0.0006438551330081088,0.0010768319704439035,True
STRN,3.944336115572799e-06,9.237853361784179e-06,True
SCARF2,1.849627704721443e-05,3.8744171940175734e-05,True
C5orf22,2.508530941708086e-09,1.63281356510954e-08,True
FBXO45,7.556929455863566e-10,1.093136886055739e-08,True
TOP2B,0.011297271717835436,0.015994129562826354,True
ZNF16,8.502529682098662e-09,4.10512018608872e-08,True
CYP2F1,6.692066335454284e-06,1.5086186342812575e-05,True
AMIGO1,1.0872449061578735e-09,1.093136886055739e-08,True
STX16-NPEPL1,0.00013198729649344096,0.00024341630692048603,True
PPDPF,0.028280122568276955,0.03785657631669775,True
ESPN,5.365943352795552e-09,2.8716440960205438e-08,True
LAPTM4A,3.091834047007052e-08,1.1664431789047133e-07,True
KCNK3,7.556929455863566e-10,1.093136886055739e-08,True
FABP7,1.8088722944484578e-05,3.794107441306108e-05,True
PDE2A,1.7569391573831783e-09,1.3037424374482134e-08,True
TTLL11,2.507997982037677e-09,1.63281356510954e-08,True
FBXO38,8.53422673646545e-10,1.093136886055739e-08,True
ANKMY1,5.755058915482808e-08,2.0027929646447526e-07,True
GTF2IRD1,7.556929455863566e-10,1.093136886055739e-08,True
BIRC6,0.00014770720303157898,0.0002704442959587204,True
EIF1AY,0.000776564786639649,0.0012847305773989596,True
SEC22A,1.810099071924746e-06,4.482434269997132e-06,True
ZC3H15,1.8529841432318867e-08,7.630584284703418e-08,True
DHCR24,1.383114626082743e-09,1.150375790350476e-08,True
ZDHHC2,0.002723440735643718,0.004178651630539589,True
C1orf220,3.107880538660095e-05,6.277837726004992e-05,True
GLG1,0.0002396514196804627,0.0004261867690940903,True
DKKL1,0.008511915015371246,0.012260763102688092,True
AK3,5.836857988721509e-06,1.3272570982646316e-05,True
HEATR2,1.3025210640480111e-09,1.1301381909306577e-08,True
PRKX,8.02968346961793e-09,3.910707131030441e-08,True
PARD6A,9.815905687239879e-05,0.0001847165258682668,True
ANKRD18B,4.01259396517199e-09,2.2968045310916545e-08,True
GKN2,7.556929455863566e-10,1.093136886055739e-08,True
FAM89B,0.030966121306207003,0.04117771884879732,True
RABL2B,1.3688319850648005e-05,2.9283647726941196e-05,True
PFN4,0.00025842182211658195,0.000456886396178892,True
HDAC2,7.556929455863566e-10,1.093136886055739e-08,True
TMEM182,7.556929455863566e-10,1.093136886055739e-08,True
ARNT,2.526575207856571e-06,6.097595238295929e-06,True
CHDH,1.071681462657252e-07,3.4623709121758047e-07,True
PRRG4,2.512697375703722e-05,5.1521480314874534e-05,True
UVRAG,0.00016994593196152202,0.0003081897936841584,True
C16orf96,2.1180418735835142e-07,6.35662855194325e-07,True
KCNQ4,0.023028782050953024,0.031201741955310863,True
SMIM8,0.026075818818549916,0.03509073538135466,True
DYNC2H1,6.166815818239549e-07,1.6666417906772247e-06,True
C17orf53,8.031090907046913e-10,1.093136886055739e-08,True
IST1,2.6223561767083026e-05,5.3610891068208196e-05,True
SLC39A10,4.2525537003056026e-05,8.420777759374058e-05,True
ZNF675,0.03626839756300609,0.047776160431670746,True
MAPK1,0.011914077324997696,0.01680951370380065,True
RIMBP2,0.000995529095183369,0.0016207487625381867,True
AL136218.1,0.03626839756300609,0.047776160431670746,True
BUB1B,8.031090907046913e-10,1.093136886055739e-08,True
GABRR1,6.366438946211754e-09,3.289643179092559e-08,True
LCAT,7.366529422828334e-09,3.682198951949059e-08,True
AKR1C3,0.0009455437739258553,0.0015432982515654905,True
IP6K3,7.002871082544616e-06,1.572937172681813e-05,True
DAPK3,0.0012008632756326605,0.0019324558068518126,True
ZP2,2.49107963060642e-05,5.116932297113663e-05,True
SETDB1,1.3553138198586392e-06,3.4335014280771362e-06,True
GRIA2,0.00022541261179724956,0.0004023145850601804,True
C20orf112,0.0033921289197132603,0.005131263317692344,True
AEBP2,4.508498608679214e-09,2.5164560085600458e-08,True
ABTB2,0.0010128191150955814,0.0016461050158317967,True
EXOC3L4,0.00025842182211658195,0.000456886396178892,True
RP11-77K12.7,0.00027686042235085164,0.0004879873274268914,True
IL20RB,8.031090907046913e-10,1.093136886055739e-08,True
UBQLN4,1.3025210640480111e-09,1.1301381909306577e-08,True
ZFYVE9,7.160522709164976e-07,1.908036862576353e-06,True
AGPAT4,7.116785406392244e-05,0.00013667675912189912,True
PSME1,9.81301333362986e-06,2.1479955060625422e-05,True
SCAMP1,0.00698682929565162,0.010168279366670745,True
TRAM2,0.020253755177481125,0.027687237531928973,True
PPP2R1B,0.015428290815446435,0.021466150437889592,True
ATG5,0.0032882358544318886,0.004981083337891168,True
H2AFV,6.465613206262065e-09,3.3261902363959846e-08,True
KARS,1.9094468838628967e-07,5.795097490992892e-07,True
ANKRD2,0.0005197734444031209,0.0008806479258595444,True
NFIB,1.7686556243952408e-05,3.72331536819739e-05,True
SRC,0.00025842182211658195,0.000456886396178892,True
EIF4EBP2,6.279194547294644e-08,2.1603880861285596e-07,True
EPHA7,0.0023220926699910435,0.003594780076538693,True
BANK1,1.0235189212610724e-09,1.093136886055739e-08,True
RNASEL,7.327454491069752e-06,1.64136120764043e-05,True
FAM84A,9.530799618618074e-09,4.476469913312322e-08,True
CEP128,8.212511505089428e-08,2.733547904632367e-07,True
RPP21,3.091265202115283e-08,1.1664431789047133e-07,True
CCDC104,8.364432470054176e-05,0.00015920622622321055,True
SLC4A7,0.011914077324997696,0.01680951370380065,True
SFMBT2,2.566691452463132e-05,5.257867288189329e-05,True
IGSF1,6.625532544994644e-08,2.2646122530953575e-07,True
FAM189B,7.556929455863566e-10,1.093136886055739e-08,True
SLC36A1,5.086836313927119e-06,1.1701078205471503e-05,True
CHI3L2,1.4685612927356851e-09,1.1838262404110574e-08,True
TMEM8A,0.010378834253614008,0.01475916708356783,True
DPYSL2,7.556929455863566e-10,1.093136886055739e-08,True
FNDC1,1.0115116071269476e-06,2.6189842645560584e-06,True
LGALS2,3.3508172038662517e-06,7.9534717225597e-06,True
FAM179B,5.80524251046287e-05,0.00011273031029990572,True
SPAG4,1.56140806782635e-05,3.312048670395408e-05,True
HRH2,0.010970442036925864,0.015555641975531009,True
C3orf58,0.0015698643246456522,0.002488475519201105,True
TNC,9.154669326077119e-07,2.395449507127871e-06,True
ARNTL,0.014019653747981576,0.0195898664156258,True
KCTD15,1.1990424712214291e-05,2.5878883920977244e-05,True
CARD11,0.037163967421918735,0.04889250911687199,True
POGLUT1,1.812294576278593e-07,5.529317327224388e-07,True
ETS2,5.046628361210057e-07,1.39488807903846e-06,True
SIVA1,0.0006569354295550442,0.0010982831264456973,True
C8orf4,8.53422673646545e-10,1.093136886055739e-08,True
CXADR,3.197509144816302e-06,7.610494692298377e-06,True
MIB1,9.154669326077119e-07,2.395449507127871e-06,True
ELOVL6,2.218010774931945e-08,8.77401789259202e-08,True
ADAMTS10,8.727877108700991e-07,2.2913993473071367e-06,True
RHOF,6.758652588986462e-06,1.5220404572381843e-05,True
MOSPD2,3.451321958833673e-08,1.278061882933584e-07,True
AMN1,0.010670992924015925,0.015155915708490923,True
SELENBP1,7.556929455863566e-10,1.093136886055739e-08,True
RSPH9,6.279194547294644e-08,2.1603880861285596e-07,True
TNFRSF11B,3.3508172038662517e-06,7.9534717225597e-06,True
PIGU,1.8648014196095014e-09,1.3529796104054656e-08,True
ZNF649,3.2815118516453904e-05,6.603927916725783e-05,True
NOSTRIN,7.556929455863566e-10,1.093136886055739e-08,True
XKR8,7.666395813806118e-06,1.7101883740121472e-05,True
RCC1,7.556929455863566e-10,1.093136886055739e-08,True
MANF,0.00026668205784660925,0.00047110466809491513,True
IFNAR1,0.0005886511736690847,0.0009904498904386321,True
EMC4,0.011680945325845387,0.01650215329604016,True
ABCA6,8.53422673646545e-10,1.093136886055739e-08,True
RAB7L1,0.004283850763258702,0.0064022425759403135,True
CDKN1C,4.8580216897793695e-06,1.1210013178258155e-05,True
KIAA0922,0.008286402940597707,0.011946887898416407,True
C15orf54,0.013832384008998744,0.019354111549996778,True
C19orf59,7.556929455863566e-10,1.093136886055739e-08,True
UTS2B,0.0014689163506685506,0.0023370353617424215,True
AKAP11,3.569937627340362e-09,2.107678486408228e-08,True
NMRK1,0.002638429681386069,0.004055781522152015,True
MRPS5,0.00013460788367532326,0.0002480110058117757,True
GDPD3,0.0011220770031458965,0.0018134418775699655,True
CAMP,2.0112956285640902e-07,6.064781285293185e-07,True
SMARCD2,1.1299671677369374e-07,3.6269384657479735e-07,True
SMARCAL1,0.028083291139889135,0.037619328042926864,True
SLC39A12,5.041244607777981e-07,1.39488807903846e-06,True
CD1E,3.645953287354106e-08,1.3403669512458434e-07,True
ACR,9.530799618618074e-09,4.476469913312322e-08,True
SYCE3,7.411591777977753e-05,0.00014202467882924646,True
C12orf49,7.556929455863566e-10,1.093136886055739e-08,True
PLEKHA5,7.666395813806118e-06,1.7101883740121472e-05,True
PRMT8,4.774409776068531e-09,2.6163437482061546e-08,True
SLC35D2,5.836857988721509e-06,1.3272570982646316e-05,True
MCAM,5.210085375739284e-07,1.4382266677196569e-06,True
EIF2B1,3.827824777326313e-06,8.990574171082538e-06,True
LRRC8C,6.023629494981426e-09,3.1380639181484964e-08,True
DEFB4A,0.00719097498727815,0.010446900420925914,True
S100A1,0.007178714156112412,0.010430842547467569,True
IRF8,8.031090907046913e-10,1.093136886055739e-08,True
CKLF,0.00037475189497667924,0.0006484075517895365,True
FANCB,8.031090907046913e-10,1.093136886055739e-08,True
SPP1,7.556929455863566e-10,1.093136886055739e-08,True
CERS5,0.005951765777890864,0.008736235348208402,True
MKI67,8.031090907046913e-10,1.093136886055739e-08,True
IRAK1,7.556929455863566e-10,1.093136886055739e-08,True
MGARP,4.229225670258274e-06,9.843690845285865e-06,True
IL2RA,0.005042948789367611,0.007459919535564779,True
MARCH3,0.00016994593196152202,0.0003081897936841584,True
CD55,1.0235189212610724e-09,1.093136886055739e-08,True
TMEM63C,3.1749592482457436e-09,1.9449440075689794e-08,True
SSSCA1,5.575105494227834e-06,1.2739324917436919e-05,True
ATF3,2.619793470726049e-08,1.0122328831758553e-07,True
TDRD12,0.00013994650149688924,0.0002570436324792906,True
CDH15,5.3259507185114864e-06,1.220236056528991e-05,True
NDUFA12,6.299968597646833e-05,0.00012185864687532084,True
MARK4,4.8580216897793695e-06,1.1210013178258155e-05,True
KIAA1107,6.779583621130086e-05,0.00013066752990630617,True
DIO3,0.00025842182211658195,0.000456886396178892,True
TSFM,1.0872449061578735e-09,1.093136886055739e-08,True
TBC1D23,0.0030890971157175044,0.004700031061654033,True
DHFR,2.8226548342339874e-09,1.784169859545998e-08,True
MAPK10,9.432236374349153e-05,0.0001780785610567012,True
CNIH3,0.0325004148959391,0.043098538982678125,True
PTP4A3,0.00010627871066318288,0.0001988696627714996,True
MBTPS2,2.414717169016158e-05,4.9612558390525847e-05,True
PUS1,4.253518335686794e-09,2.4033593531062773e-08,True
DDX27,2.7687864179239132e-08,1.0619623749919096e-07,True
B3GNT1,4.01259396517199e-09,2.2968045310916545e-08,True
C4A,8.02968346961793e-09,3.910707131030441e-08,True
C17orf103,9.06805772149548e-10,1.093136886055739e-08,True
PIK3R4,5.339357587716575e-08,1.873601509807106e-07,True
NOMO3,2.931003305984109e-07,8.519784975748862e-07,True
EIF4A2,0.019236284445921053,0.0263714636777467,True
BMPR2,7.556929455863566e-10,1.093136886055739e-08,True
AC090186.1,3.569937627340362e-09,2.107678486408228e-08,True
RNF32,0.002248634677809934,0.0034879378700876902,True
SMIM13,4.257180677571756e-09,2.4033593531062773e-08,True
NIPAL4,1.9094468838628967e-07,5.795097490992892e-07,True
EPHX4,0.00037478144165664385,0.0006484075517895365,True
LNX2,1.8125918393095056e-07,5.529317327224388e-07,True
CTD-2583A14.10,8.706983755485861e-05,0.00016525285033620993,True
GADL1,1.5066526366005024e-06,3.7880111042459144e-06,True
ACAT2,0.001420717708905356,0.002264731791209747,True
ULBP3,1.1303305284550294e-08,5.1466683919506153e-08,True
AGPAT3,0.0014689163506685506,0.0023370353617424215,True
ABCC1,6.023629494981426e-09,3.1380639181484964e-08,True
CHCHD2,1.3553138198586392e-06,3.4335014280771362e-06,True
ANO5,7.556929455863566e-10,1.093136886055739e-08,True
RALBP1,0.006390311764810927,0.009346595185598914,True
HERPUD2,5.1316124816357114e-05,0.00010034933848795214,True
ZNF596,0.0009134810927946906,0.0014944962475640002,True
NFU1,0.022436016948996086,0.030463113479046403,True
MRPL54,2.619793470726049e-08,1.0122328831758553e-07,True
DMXL1,2.218010774931945e-08,8.77401789259202e-08,True
ZBTB8A,2.9792973835036017e-05,6.036519153181412e-05,True
NFXL1,2.526575207856571e-06,6.097595238295929e-06,True
CTU2,0.00016350590049904026,0.0002972599906462766,True
NPDC1,1.3025210640480111e-09,1.1301381909306577e-08,True
PPP3R1,1.0654508547103818e-06,2.7495762645834843e-06,True
FAT2,1.383114626082743e-09,1.150375790350476e-08,True
AMMECR1L,0.006134957733217343,0.008990617139576653,True
ZFHX2,0.00010213324210280978,0.00019162859718420495,True
FAM153A,0.023592951063958378,0.031918570728317094,True
RSRC1,1.3370868913961307e-09,1.150375790350476e-08,True
UBE2J1,3.050941426780099e-06,7.281709470520338e-06,True
PSMA5,1.9341234734833703e-05,4.041120344028208e-05,True
ZNF257,0.021867950968859056,0.029738554120053544,True
CXorf56,0.0007677489957675069,0.0012704850954576331,True
RRP15,1.725266667615396e-06,4.29019457075802e-06,True
IL32,5.1316124816357114e-05,0.00010034933848795214,True
RAD51D,1.1711678463509225e-06,3.0008628104972235e-06,True
KLF17,4.378300095030032e-09,2.470121951066094e-08,True
C18orf54,7.582444917112655e-09,3.752126495076514e-08,True
RPUSD4,0.0003115529890217856,0.0005444141093820905,True
MRPS7,9.63712911922847e-08,3.150646749341313e-07,True
LGR4,2.228554183152968e-09,1.5091443949026863e-08,True
ANO7,5.347465175047991e-05,0.00010433415506997294,True
CCDC107,1.1303305284550294e-08,5.1466683919506153e-08,True
C10orf112,2.7687864179239132e-08,1.0619623749919096e-07,True
NMBR,7.236741518380957e-05,0.00013893610772397315,True
MRPS31,0.00034817239568259514,0.0006051592851812889,True
NLGN3,0.0016771655501775634,0.0026493265251753303,True
TNFSF13,8.031090907046913e-10,1.093136886055739e-08,True
RPS17,0.00037631805527393874,0.0006504146478096339,True
HSDL2,9.634403725281619e-10,1.093136886055739e-08,True
PSPN,0.0006438551330081088,0.0010768319704439035,True
NKX6-1,1.3128738096041043e-07,4.1477496453750737e-07,True
ST3GAL2,1.255880239833224e-07,3.97568831649605e-07,True
TBC1D4,0.0008161325721396793,0.00134683704468026,True
ADAR,0.03662365402169766,0.0482037046266535,True
RHBDD3,1.5591448621045152e-09,1.2209531955056891e-08,True
MTR,0.004080760905260814,0.006111942486421065,True
CHRM2,6.992792915521651e-08,2.374223616659523e-07,True
LAMTOR3,0.010424273608071464,0.01482134375139379,True
RPS10-NUDT3,4.790150071767064e-08,1.706534182094783e-07,True
LSMEM1,0.00016651508109337052,0.0003025715815596903,True
TULP4,6.83442644844734e-05,0.0001314605465949536,True
LENG8,0.0013286656560382564,0.002126234294401193,True
PFDN4,7.556929455863566e-10,1.093136886055739e-08,True
LPAR2,1.0235189212610724e-09,1.093136886055739e-08,True
MRPS16,9.002403196420849e-09,4.288927612194433e-08,True
CASP3,6.465613206262065e-09,3.3261902363959846e-08,True
ARSA,0.0007677489957675069,0.0012704850954576331,True
FAM102B,0.0006569354295550442,0.0010982831264456973,True
ENPP2,5.063849902320951e-09,2.742257274689481e-08,True
RHBDF2,2.089041998200067e-06,5.108722861207521e-06,True
VTN,3.569937627340362e-09,2.107678486408228e-08,True
KIF5B,1.7038575734338945e-05,3.5899670180595836e-05,True
SYNE4,0.005042948789367611,0.007459919535564779,True
SNN,0.006774211753433288,0.009870986499003833,True
ST6GALNAC5,8.031090907046913e-10,1.093136886055739e-08,True
PSMB7,1.7742215632018938e-08,7.318452126149168e-08,True
UBE2H,0.00025842182211658195,0.000456886396178892,True
ASB11,6.396765114416168e-07,1.727976815504915e-06,True
PHF6,4.778329681962615e-09,2.6163437482061546e-08,True
NUDCD1,4.778329681962615e-09,2.6163437482061546e-08,True
CAPZA2,1.071681462657252e-07,3.4623709121758047e-07,True
ARHGAP29,9.06805772149548e-10,1.093136886055739e-08,True
AGTR1,7.556929455863566e-10,1.093136886055739e-08,True
SLC6A3,0.0019756016200756514,0.003089112779399609,True
FAM72C,1.2265120486349766e-09,1.1075794898154324e-08,True
WDR66,8.727877108700991e-07,2.2913993473071367e-06,True
RCAN2,1.7742215632018938e-08,7.318452126149168e-08,True
CLEC4E,7.555220876380673e-10,1.093136886055739e-08,True
NTN3,3.736586520385505e-06,8.787031328567874e-06,True
SEPN1,8.389784493551585e-06,1.8581221426423543e-05,True
GDF1,0.0018802082954485337,0.002950099755120202,True
ST14,1.8196420467945707e-09,1.3450713033109203e-08,True
CIAPIN1,0.0005786826247402906,0.0009742236368174223,True
RBMS3,7.556929455863566e-10,1.093136886055739e-08,True
EIF3E,0.00437329889154991,0.00652519764653003,True
SDAD1,0.00014553617089860732,0.0002666105357660065,True
ACVRL1,7.556929455863566e-10,1.093136886055739e-08,True
PLB1,0.00876434289630107,0.012600943672682278,True
MAP3K4,0.010129538230684954,0.014429601132603494,True
HIST1H2BL,9.262817916603776e-09,4.403279568225928e-08,True
TARS2,3.366814035344517e-09,2.0300772237548528e-08,True
PUS7,8.53422673646545e-10,1.093136886055739e-08,True
ZNF132,2.0112956285640902e-07,6.064781285293185e-07,True
